Timestamp,Gender,Age,District,Occupation,Educational background,Marital status,Monthly income,Type of bank you use for your mobile banking application,Source to know about the mobile banking application,Duration of using the mobile banking application,The preferred way to use the mobile banking application,Use of mobile application,Average amount of money  transfer during a month using the mobile banking application,Average total amount of money transfer during a month by going to the bank or ATM,Willing to use the mobile banking application to perform transactions with other banks,Willing to use the mobile banking application to do large transactions,Satisfied with the security measurements in your mobile banking application,Satisfied with the service charges related to the mobile banking application,"Provide an overall rating to your mobile banking application( 1-worst, 5-best)",Which banks have better mobile banking applications
31/10/2020 22:40:39,Male,25 to 45,Gampaha,Private Sector,Degree,Married,More than 100000,Private,From a friend,More than 1 year,Mobile app,"Pay bills, Transfer money to other accounts, Check bank balance",Between 1000 to 5000,Between 10000 to 50000,Yes,Yes,Yes,Yes,4,Not applicable
31/10/2020 22:40:59,Male,25 to 45,Matara,Private Sector,Degree,Single,Less than 20000,Private,From the bank,More than 1 year,Mobile app,"Pay bills, Transfer money to other accounts, Check bank balance",Between 10000 to 50000,Between 5000 to 10000,Yes,Yes,Yes,Yes,5,Private banks
31/10/2020 22:42:00,Male,25 to 45,Matara,Private Sector,Degree,Single,More than 100000,Private,From the bank,More than 1 year,Mobile app,"Pay bills, Transfer money to other accounts, Check bank balance, Set up standing orders",Between 10000 to 50000,Less than 1000,Yes,Yes,Yes,Yes,4,Private banks
31/10/2020 22:43:35,Female,25 to 45,Matara,Student,Degree,Single,Not applicable,Private,From the bank,Less than 6 months,Browser,"Pay bills, Check bank balance",Between 1000 to 5000,Between 1000 to 5000,No,Yes,Yes,Neutral,4,Not applicable
31/10/2020 22:48:10,Male,25 to 45,Colombo,Student,Degree,Single,Not applicable,Public,From the bank,More than 1 year,Mobile app,"Pay bills, Transfer money to other accounts, Check bank balance",Between 1000 to 5000,Between 1000 to 5000,Yes,Yes,Yes,No,5,Government banks
31/10/2020 23:04:46,Female,25 to 45,Matara,Student,Degree,Single,Not applicable,Public,From the bank,Less than 6 months,Mobile app,Check bank balance,Between 5000 to 10000,Between 10000 to 50000,Yes,No,Yes,No,3,Private banks
31/10/2020 23:04:49,Female,25 to 45,Matara,Student,Degree,Single,Not applicable,Public,From the bank,Less than 6 months,Mobile app,"Pay bills, Transfer money to other accounts",Between 1000 to 5000,Between 1000 to 5000,Yes,Yes,Yes,No,3,Private banks
31/10/2020 23:06:27,Male,16 to 25,Galle,Private Sector,Degree,Single,More than 100000,Both,From the bank,More than 1 year,Browser,"Pay bills, Transfer money to other accounts, Check bank balance",Between 10000 to 50000,Between 5000 to 10000,Yes,Yes,No,Neutral,3,Private banks
31/10/2020 23:41:32,Male,25 to 45,Matara,Private Sector,Diploma,Single,More than 100000,Private,From the bank,More than 1 year,Mobile app,"Pay bills, Transfer money to other accounts, Check bank balance, Set up standing orders",More than 50000,Less than 1000,Yes,Yes,Yes,Yes,4,Private banks
01/11/2020 00:21:42,Male,25 to 45,Matara,Private Sector,Degree,Single,Less than 20000,Private,From the bank,More than 1 year,Mobile app,"Pay bills, Transfer money to other accounts, Check bank balance",Between 10000 to 50000,Between 5000 to 10000,Yes,Yes,Yes,Yes,5,Private banks
01/11/2020 01:00:47,Female,25 to 45,Kandy,Private Sector,Degree,Married,Between 20000 to 50000,Both,From a friend,More than 1 year,Mobile app,"Pay bills, Transfer money to other accounts, Check bank balance",Between 5000 to 10000,Less than 1000,Yes,Yes,Yes,No,4,Private banks
01/11/2020 06:42:03,Female,25 to 45,Ampara,Student,Degree,Single,Not applicable,Public,From the bank,More than 1 year,Mobile app,Check bank balance,Less than 1000,Between 5000 to 10000,No,No,Yes,No,3,Not applicable
01/11/2020 09:21:15,Male,25 to 45,Matara,Private Sector,Degree,Single,More than 100000,Private,From a friend,Between 6 months to 1 year,Browser,"Pay bills, Transfer money to other accounts, Check bank balance",Between 10000 to 50000,Between 5000 to 10000,Yes,No,Yes,No,4,Not applicable
01/11/2020 09:41:53,Male,25 to 45,Matara,Private Sector,Degree,Single,More than 100000,Private,From the bank,More than 1 year,Mobile app,"Pay bills, Transfer money to other accounts, Check bank balance, Apply for loans, Set up standing orders",More than 50000,Between 10000 to 50000,Yes,Yes,Yes,Yes,5,Private banks
01/11/2020 10:04:51,Male,25 to 45,Matara,Private Sector,Degree,Single,More than 100000,Private,From the bank,More than 1 year,Mobile app,"Pay bills, Transfer money to other accounts, Check bank balance",Between 5000 to 10000,Between 1000 to 5000,Yes,Yes,Yes,No,3,Private banks
01/11/2020 10:22:51,Male,25 to 45,Galle,Self-employed,Degree,Single,Less than 20000,Private,From the bank,More than 1 year,Mobile app,"Pay bills, Transfer money to other accounts, Check bank balance",Between 1000 to 5000,Between 1000 to 5000,Yes,Yes,Yes,Neutral,4,Private banks
01/11/2020 10:23:52,Male,25 to 45,Kandy,Private Sector,Degree,Single,More than 100000,Both,Advertisement,More than 1 year,Browser,"Pay bills, Transfer money to other accounts, Check bank balance",Between 5000 to 10000,Between 10000 to 50000,Yes,No,Yes,Yes,3,Private banks
01/11/2020 10:25:27,Male,25 to 45,Kalutara,Private Sector,Degree,Married,More than 100000,Private,From a friend,More than 1 year,Browser,"Transfer money to other accounts, Check bank balance",More than 50000,Less than 1000,Yes,Yes,Yes,Yes,4,Private banks
01/11/2020 10:35:03,Male,25 to 45,Gampaha,Private Sector,Degree,Single,More than 100000,Both,From the bank,More than 1 year,Mobile app,"Pay bills, Transfer money to other accounts, Check bank balance",More than 50000,Between 10000 to 50000,Yes,Yes,Yes,Yes,3,Private banks
01/11/2020 10:35:47,Male,16 to 25,Galle,Private Sector,Degree,Single,More than 100000,Private,From the bank,More than 1 year,Browser,"Transfer money to other accounts, Check bank balance",Between 10000 to 50000,Between 10000 to 50000,Yes,Yes,Yes,No,4,Private banks
01/11/2020 10:36:03,Male,16 to 25,Ratnapura,Student,Degree,Single,Not applicable,Both,From a friend,More than 1 year,Mobile app,"Pay bills, Transfer money to other accounts, Check bank balance",Between 1000 to 5000,Between 1000 to 5000,Yes,Yes,Yes,Yes,4,Government banks
01/11/2020 10:37:29,Male,25 to 45,Hambantota,Private Sector,Degree,Single,More than 100000,Both,Advertisement,More than 1 year,Mobile app,"Pay bills, Transfer money to other accounts, Check bank balance",More than 50000,Between 10000 to 50000,Yes,Yes,Yes,Yes,4,Private banks
01/11/2020 10:46:59,Male,25 to 45,Matara,Self-employed,Degree,Single,Between 20000 to 50000,Private,Advertisement,More than 1 year,Mobile app,"Pay bills, Transfer money to other accounts, Check bank balance",Between 10000 to 50000,Between 1000 to 5000,Yes,Yes,Yes,Neutral,3,Private banks
01/11/2020 10:58:33,Male,25 to 45,Colombo,Private Sector,Degree,Single,More than 100000,Private,From the bank,More than 1 year,Mobile app,"Pay bills, Transfer money to other accounts, Check bank balance",Between 10000 to 50000,Less than 1000,Yes,No,No,Yes,3,Not applicable
01/11/2020 11:19:12,Female,45 to 60,Kandy,Public Sector,Diploma,Single,Between 20000 to 50000,Public,Advertisement,Less than 6 months,Mobile app,"Pay bills, Transfer money to other accounts, Check bank balance",Between 1000 to 5000,Between 10000 to 50000,Yes,No,No,No,4,Government banks
01/11/2020 11:46:55,Male,25 to 45,Colombo,Private Sector,Degree,Single,More than 100000,Both,From a friend,More than 1 year,Mobile app,"Pay bills, Transfer money to other accounts, Check bank balance",Between 10000 to 50000,Between 5000 to 10000,Yes,Yes,Yes,Neutral,4,Private banks
01/11/2020 11:48:46,Male,25 to 45,Colombo,Private Sector,Degree,Single,More than 100000,Private,Advertisement,More than 1 year,Mobile app,"Pay bills, Transfer money to other accounts, Check bank balance",More than 50000,Between 10000 to 50000,Yes,Yes,Yes,No,4,Private banks
01/11/2020 12:48:29,Male,25 to 45,Gampaha,Private Sector,Degree,Single,More than 100000,Private,Advertisement,More than 1 year,Mobile app,"Pay bills, Transfer money to other accounts, Check bank balance, Set up standing orders",More than 50000,Between 5000 to 10000,Yes,Yes,Yes,Neutral,4,Private banks
01/11/2020 12:56:27,Male,25 to 45,Kurunegala,Private Sector,Degree,Single,More than 100000,Both,From the bank,More than 1 year,Mobile app,"Pay bills, Transfer money to other accounts",Between 5000 to 10000,Between 5000 to 10000,Yes,Yes,Yes,Yes,4,Private banks
01/11/2020 13:40:04,Male,25 to 45,Matara,Public Sector,Degree,Single,Between 50000 to 100000,Both,From a friend and advertisemnt,Between 6 months to 1 year,Mobile app,"Pay bills, Transfer money to other accounts",Between 1000 to 5000,Between 1000 to 5000,No,No,No,Yes,3,Not applicable
01/11/2020 13:42:44,Female,25 to 45,Gampaha,Private Sector,Degree,Married,Between 50000 to 100000,Both,From a friend,More than 1 year,Mobile app,"Pay bills, Transfer money to other accounts, Check bank balance",Between 10000 to 50000,Between 10000 to 50000,Yes,No,Yes,Yes,5,Private banks
01/11/2020 13:43:56,Male,25 to 45,Colombo,Private Sector,Degree,Single,Between 50000 to 100000,Private,From a friend,Between 6 months to 1 year,Mobile app,"Pay bills, Transfer money to other accounts",Between 1000 to 5000,Between 10000 to 50000,Yes,No,Yes,No,4,Private banks
01/11/2020 13:43:57,Male,16 to 25,Galle,Student,Degree,Single,Not applicable,Private,From the bank,More than 1 year,Mobile app,"Pay bills, Transfer money to other accounts, Check bank balance, Apply for loans, Set up standing orders",Between 5000 to 10000,Between 5000 to 10000,Yes,Yes,Yes,No,4,Private banks
01/11/2020 13:44:53,Male,25 to 45,Matara,Private Sector,Diploma,Single,Between 50000 to 100000,Private,From the bank,More than 1 year,Mobile app,"Pay bills, Transfer money to other accounts, Check bank balance, Apply for loans, Set up standing orders",Between 10000 to 50000,Between 10000 to 50000,Yes,Yes,Yes,Yes,5,Private banks
01/11/2020 13:45:31,Male,25 to 45,Matara,Private Sector,Degree,Single,More than 100000,Both,Advertisement,More than 1 year,Mobile app,"Pay bills, Transfer money to other accounts, Check bank balance",More than 50000,Less than 1000,Yes,Yes,Yes,Neutral,4,Private banks
01/11/2020 13:45:39,Male,25 to 45,Matara,Student,Degree,Single,Not applicable,Private,From the bank,More than 1 year,Mobile app,Transfer money to other accounts,Between 5000 to 10000,Between 10000 to 50000,Yes,Yes,Yes,Neutral,3,Private banks
01/11/2020 13:45:53,Female,25 to 45,Colombo,Private Sector,Degree,Single,More than 100000,Both,From the bank,More than 1 year,Mobile app,"Pay bills, Transfer money to other accounts, Check bank balance",More than 50000,Between 1000 to 5000,Yes,Yes,Yes,Yes,4,Government banks
01/11/2020 13:46:22,Male,25 to 45,Matara,Student,Degree,Single,Not applicable,Private,From a friend,More than 1 year,Mobile app,"Pay bills, Transfer money to other accounts, Check bank balance",Between 1000 to 5000,Between 1000 to 5000,Yes,No,No,Neutral,2,Private banks
01/11/2020 13:48:13,Female,25 to 45,Jaffna,Student,Degree,Single,Between 50000 to 100000,Both,From the bank,More than 1 year,Mobile app,"Pay bills, Transfer money to other accounts, Check bank balance",Between 10000 to 50000,Between 5000 to 10000,Yes,Yes,Yes,Neutral,4,Not applicable
01/11/2020 13:49:18,Male,25 to 45,Colombo,Private Sector,Diploma,Single,Between 20000 to 50000,Private,From the bank,Between 6 months to 1 year,Mobile app,"Pay bills, Transfer money to other accounts, Check bank balance",Between 10000 to 50000,Between 10000 to 50000,Yes,Yes,Yes,No,4,Private banks
01/11/2020 13:49:58,Male,25 to 45,Matara,Self-employed,Degree,Single,Between 50000 to 100000,Private,Advertisement,More than 1 year,Browser,"Pay bills, Transfer money to other accounts, Check bank balance",Between 10000 to 50000,Between 10000 to 50000,Yes,No,Yes,Yes,4,Private banks
01/11/2020 13:50:04,Female,16 to 25,Hambantota,Private Sector,Degree,Single,Between 50000 to 100000,Public,From the bank,More than 1 year,Mobile app,"Pay bills, Transfer money to other accounts, Check bank balance",Between 5000 to 10000,Between 10000 to 50000,Yes,Yes,Yes,Neutral,4,Not applicable
01/11/2020 13:52:30,Male,25 to 45,Matara,Private Sector,Degree,Single,More than 100000,Private,From the bank,Between 6 months to 1 year,Mobile app,"Transfer money to other accounts, Check bank balance",Between 1000 to 5000,Between 10000 to 50000,Yes,Yes,Yes,Neutral,3,Private banks
01/11/2020 13:55:45,Male,25 to 45,Matara,Public Sector,Diploma,Single,Between 20000 to 50000,Both,Advertisement,Between 6 months to 1 year,Mobile app,"Pay bills, Transfer money to other accounts, Set up standing orders",Between 5000 to 10000,Between 1000 to 5000,Yes,No,Yes,Yes,4,Government banks
01/11/2020 13:58:35,Male,25 to 45,Jaffna,Private Sector,Degree,Single,Between 50000 to 100000,Private,From a friend,More than 1 year,Mobile app,"Pay bills, Transfer money to other accounts, Check bank balance",Between 10000 to 50000,More than 50000,Yes,No,Yes,Yes,4,Private banks
01/11/2020 13:58:36,Male,25 to 45,Matara,Private Sector,Degree,Single,Between 50000 to 100000,Both,From the bank,Less than 6 months,Mobile app,"Pay bills, Transfer money to other accounts, Check bank balance",Between 10000 to 50000,Between 5000 to 10000,Yes,Yes,Yes,Neutral,4,Private banks
01/11/2020 14:18:03,Male,25 to 45,Colombo,Private Sector,Degree,Single,Not applicable,Private,Advertisement,More than 1 year,Mobile app,"Pay bills, Transfer money to other accounts, Check bank balance, Set up standing orders",Between 5000 to 10000,Less than 1000,Yes,Yes,Yes,Neutral,4,Private banks
01/11/2020 14:21:19,Female,16 to 25,Jaffna,Student,Degree,Single,Not applicable,Public,From the bank,More than 1 year,Mobile app,"Pay bills, Transfer money to other accounts, Check bank balance",Between 1000 to 5000,Between 10000 to 50000,No,No,No,No,3,Not applicable
01/11/2020 14:21:45,Male,25 to 45,Kilinochchi,Public Sector,Degree,Single,Between 50000 to 100000,Public,From the bank,More than 1 year,Mobile app,"Pay bills, Transfer money to other accounts, Check bank balance, Set up standing orders",More than 50000,Between 10000 to 50000,Yes,Yes,Yes,No,5,Not applicable
01/11/2020 14:25:33,Male,25 to 45,Matara,Private Sector,Degree,Single,More than 100000,Public,Advertisement,More than 1 year,Mobile app,"Pay bills, Transfer money to other accounts, Check bank balance, Set up standing orders",More than 50000,Between 1000 to 5000,Yes,Yes,Yes,No,4,Not applicable
01/11/2020 14:39:14,Male,16 to 25,Galle,Private Sector,Degree,Single,More than 100000,Private,From the bank,More than 1 year,Browser,"Transfer money to other accounts, Check bank balance",Between 10000 to 50000,Between 10000 to 50000,Yes,Yes,Yes,No,4,Private banks
01/11/2020 14:47:23,Male,25 to 45,Jaffna,Private Sector,Degree,Single,Between 20000 to 50000,Public,From the bank,Less than 6 months,Mobile app,"Transfer money to other accounts, Check bank balance",Between 5000 to 10000,Between 10000 to 50000,Yes,No,Yes,Neutral,4,Private banks
01/11/2020 15:08:19,Female,25 to 45,Gampaha,Private Sector,Degree,Single,Between 50000 to 100000,Public,From a friend,Less than 6 months,Mobile app,"Pay bills, Transfer money to other accounts, Check bank balance",Between 1000 to 5000,Between 1000 to 5000,Yes,Yes,Yes,Yes,4,Not applicable
01/11/2020 15:22:18,Male,25 to 45,Kurunegala,Private Sector,Degree,Single,More than 100000,Both,Advertisement,More than 1 year,Mobile app,"Pay bills, Transfer money to other accounts, Check bank balance",More than 50000,Between 1000 to 5000,Yes,Yes,Yes,Neutral,4,Not applicable
01/11/2020 15:43:26,Female,25 to 45,Matara,Public Sector,Degree,Single,Between 20000 to 50000,Both,From a friend,Between 6 months to 1 year,Mobile app,"Pay bills, Transfer money to other accounts, Check bank balance",Between 1000 to 5000,Between 5000 to 10000,Yes,No,Yes,No,4,Private banks
01/11/2020 16:00:12,Male,25 to 45,Matara,Unemployed,Degree,Single,Not applicable,Both,From the bank,More than 1 year,Mobile app,"Pay bills, Transfer money to other accounts, Check bank balance",Between 5000 to 10000,Between 10000 to 50000,Yes,Yes,Yes,Neutral,4,Private banks
01/11/2020 16:01:36,Male,16 to 25,Colombo,Student,Degree,Single,Not applicable,Public,Advertisement,More than 1 year,Mobile app,"Pay bills, Transfer money to other accounts",Between 1000 to 5000,Between 1000 to 5000,Yes,Yes,No,Neutral,2,Private banks
01/11/2020 16:02:38,Male,25 to 45,Matara,Private Sector,Degree,Single,Between 50000 to 100000,Private,From the bank,More than 1 year,Browser,"Pay bills, Transfer money to other accounts, Check bank balance",Between 5000 to 10000,Between 1000 to 5000,Yes,Yes,Yes,Yes,5,Private banks
01/11/2020 16:20:13,Male,25 to 45,Colombo,Student,Degree,Single,Not applicable,Both,From the bank,More than 1 year,Mobile app,"Transfer money to other accounts, Check bank balance",More than 50000,Less than 1000,Yes,Yes,Yes,Neutral,4,Government banks
01/11/2020 16:28:16,Female,25 to 45,Kurunegala,Public Sector,Degree,Single,Between 50000 to 100000,Both,Advertisement,Between 6 months to 1 year,Mobile app,"Pay bills, Transfer money to other accounts, Check bank balance",Between 10000 to 50000,Between 10000 to 50000,Yes,Yes,Yes,Neutral,4,Private banks
01/11/2020 16:33:00,Male,25 to 45,Matara,Private Sector,Degree,Single,Between 20000 to 50000,Private,From the bank,More than 1 year,Mobile app,Check bank balance,Less than 1000,Less than 1000,Yes,No,Yes,Yes,3,Private banks
01/11/2020 17:40:22,Male,25 to 45,Matara,Public Sector,Degree,Single,Between 50000 to 100000,Both,From the bank,More than 1 year,Mobile app,"Pay bills, Transfer money to other accounts, Check bank balance",Between 10000 to 50000,Less than 1000,Yes,Yes,Yes,Neutral,4,Private banks
01/11/2020 20:11:21,Male,25 to 45,Kalutara,Private Sector,Degree,Single,More than 100000,Private,From the bank,More than 1 year,Browser,"Pay bills, Transfer money to other accounts, Check bank balance",Between 5000 to 10000,Between 5000 to 10000,No,No,Yes,Yes,4,Private banks
01/11/2020 20:12:21,Male,25 to 45,Matara,Private Sector,Diploma,Single,Between 50000 to 100000,Private,From the bank,More than 1 year,Mobile app,"Pay bills, Transfer money to other accounts, Check bank balance, Apply for loans, Set up standing orders",Between 10000 to 50000,Between 10000 to 50000,Yes,Yes,Yes,Yes,5,Private banks
01/11/2020 20:31:28,Male,25 to 45,Galle,Public Sector,Degree,Single,Between 50000 to 100000,Both,From the bank,Between 6 months to 1 year,Mobile app,"Pay bills, Check bank balance",Between 1000 to 5000,More than 50000,No,No,Yes,Yes,4,Private banks
01/11/2020 20:31:54,Male,25 to 45,Colombo,Private Sector,Degree,Single,More than 100000,Private,From the bank,Less than 6 months,Browser,"Transfer money to other accounts, Check bank balance",Between 10000 to 50000,Between 5000 to 10000,Yes,Yes,Yes,Neutral,4,Private banks
01/11/2020 20:32:59,Female,25 to 45,Gampaha,Private Sector,Degree,Married,Between 50000 to 100000,Public,From the bank,Less than 6 months,Mobile app,Pay bills,Between 5000 to 10000,Less than 1000,No,No,Yes,Neutral,4,Not applicable
01/11/2020 20:40:47,Male,25 to 45,Ratnapura,Private Sector,Degree,Single,More than 100000,Private,From a friend,More than 1 year,Mobile app,"Pay bills, Transfer money to other accounts",Between 10000 to 50000,Between 5000 to 10000,Yes,Yes,Yes,Neutral,4,Private banks
01/11/2020 20:42:53,Female,25 to 45,Galle,Unemployed,Degree,Single,Not applicable,Both,Advertisement,More than 1 year,Mobile app,Check bank balance,Between 1000 to 5000,Between 1000 to 5000,Yes,No,Yes,Neutral,3,Government banks
01/11/2020 21:34:48,Female,25 to 45,Colombo,Student,Degree,Single,Not applicable,Public,From a friend,Less than 6 months,Mobile app,"Pay bills, Check bank balance",Between 1000 to 5000,Between 5000 to 10000,Yes,No,Yes,Yes,3,Private banks
01/11/2020 23:46:31,Male,16 to 25,Gampaha,Student,Degree,Single,Less than 20000,Both,From the bank,Between 6 months to 1 year,Browser,"Transfer money to other accounts, Check bank balance",Between 1000 to 5000,Between 5000 to 10000,Yes,No,Yes,Yes,3,Private banks
